part_oem_number,part_manufacturer,cross_ref_oem_number,cross_ref_manufacturer,cross_ref_type,notes
TU0008741,Garrett,OE0060829,Garrett,oem,Original equipment reference
TU0008741,Garrett,TU0003735,BorgWarner,replacement,Cross-reference for turbochargers
TU0008741,Garrett,OE0060830,Garrett,oem,Original equipment reference
TU0008791,Garrett,TU0008995,Mahle,equivalent,Cross-reference for turbochargers
TU0008791,Garrett,OE0060831,Garrett,oem,Original equipment reference
TU0008931,Garrett,TU0007662,Mahle,oem,Cross-reference for turbochargers
TU0008931,Garrett,OE0060832,Original,oem,Original equipment reference
TU0008968,BorgWarner,TU0010189,Mahle,compatible,Cross-reference for turbochargers
TU0008968,BorgWarner,OE0060833,Original,oem,Original equipment reference
TU0008995,Mahle,TU0005607,BorgWarner,compatible,Cross-reference for turbochargers
TU0008995,Mahle,OE0060834,Original,oem,Original equipment reference
TU0008995,Mahle,TU0001726,BorgWarner,oem,Cross-reference for turbochargers
TU0008995,Mahle,OE0060835,Mahle,oem,Original equipment reference
TU0009053,Garrett,TU0002932,BorgWarner,replacement,Cross-reference for turbochargers
TU0009053,Garrett,OE0060836,Garrett,oem,Original equipment reference
TU0009053,Garrett,TU0005000,BorgWarner,oem,Cross-reference for turbochargers
TU0009053,Garrett,OE0060837,Original,oem,Original equipment reference
TU0009053,Garrett,TU0002530,BorgWarner,oem,Cross-reference for turbochargers
TU0009053,Garrett,OE0060838,Garrett,oem,Original equipment reference
TU0009177,Mahle,TU0002326,BorgWarner,oem,Cross-reference for turbochargers
TU0009177,Mahle,OE0060839,Mahle,oem,Original equipment reference
TU0009242,Mahle,TU0005929,BorgWarner,equivalent,Cross-reference for turbochargers
TU0009242,Mahle,OE0060840,Original,oem,Original equipment reference
TU0009392,BorgWarner,TU0003719,Garrett,replacement,Cross-reference for turbochargers
TU0009392,BorgWarner,OE0060841,Original,oem,Original equipment reference
TU0009660,Mahle,TU0011109,Garrett,compatible,Cross-reference for turbochargers
TU0009660,Mahle,OE0060842,Original,oem,Original equipment reference
TU0009727,Mahle,TU0008710,Garrett,equivalent,Cross-reference for turbochargers
TU0009727,Mahle,OE0060843,Original,oem,Original equipment reference
TU0009727,Mahle,TU0008243,BorgWarner,replacement,Cross-reference for turbochargers
TU0009727,Mahle,OE0060844,Original,oem,Original equipment reference
TU0009875,BorgWarner,TU0004903,Garrett,compatible,Cross-reference for turbochargers
TU0009875,BorgWarner,OE0060845,Original,oem,Original equipment reference
TU0009972,BorgWarner,TU0009053,Garrett,equivalent,Cross-reference for turbochargers
TU0009972,BorgWarner,OE0060846,Original,oem,Original equipment reference
TU0010119,Garrett,TU0010188,Mahle,equivalent,Cross-reference for turbochargers
TU0010119,Garrett,OE0060847,Original,oem,Original equipment reference
TU0010136,Garrett,TU0002512,Mahle,oem,Cross-reference for turbochargers
TU0010136,Garrett,OE0060848,Garrett,oem,Original equipment reference
TU0010188,Mahle,TU0006990,Garrett,replacement,Cross-reference for turbochargers
TU0010188,Mahle,OE0060849,Mahle,oem,Original equipment reference
TU0010233,BorgWarner,TU0007662,Mahle,equivalent,Cross-reference for turbochargers
TU0010233,BorgWarner,OE0060850,Original,oem,Original equipment reference
TU0010233,BorgWarner,TU0005528,Mahle,compatible,Cross-reference for turbochargers
TU0010233,BorgWarner,OE0060851,BorgWarner,oem,Original equipment reference
TU0010375,Mahle,TU0008710,Garrett,oem,Cross-reference for turbochargers
TU0010375,Mahle,OE0060852,Original,oem,Original equipment reference
TU0010375,Mahle,TU0003698,Garrett,replacement,Cross-reference for turbochargers
TU0010375,Mahle,OE0060853,Mahle,oem,Original equipment reference
TU0010386,Garrett,TU0009242,Mahle,replacement,Cross-reference for turbochargers
TU0010386,Garrett,OE0060854,Original,oem,Original equipment reference
TU0010386,Garrett,TU0002708,BorgWarner,compatible,Cross-reference for turbochargers
TU0010386,Garrett,OE0060855,Original,oem,Original equipment reference
TU0010417,BorgWarner,TU0007807,Garrett,compatible,Cross-reference for turbochargers
TU0010417,BorgWarner,OE0060856,BorgWarner,oem,Original equipment reference
TU0010417,BorgWarner,TU0002729,Garrett,equivalent,Cross-reference for turbochargers
TU0010417,BorgWarner,OE0060857,Original,oem,Original equipment reference
TU0010575,Mahle,TU0007617,Garrett,equivalent,Cross-reference for turbochargers
TU0010575,Mahle,OE0060858,Original,oem,Original equipment reference
TU0010679,BorgWarner,TU0009177,Mahle,equivalent,Cross-reference for turbochargers
TU0010679,BorgWarner,OE0060859,BorgWarner,oem,Original equipment reference
TU0010761,Mahle,TU0008865,BorgWarner,oem,Cross-reference for turbochargers
TU0010761,Mahle,OE0060860,Mahle,oem,Original equipment reference
TU0010794,Garrett,TU0004739,BorgWarner,equivalent,Cross-reference for turbochargers
TU0010794,Garrett,OE0060861,Garrett,oem,Original equipment reference
TU0010794,Garrett,TU0003725,BorgWarner,replacement,Cross-reference for turbochargers
TU0010794,Garrett,OE0060862,Garrett,oem,Original equipment reference
TU0010794,Garrett,TU0002557,Mahle,oem,Cross-reference for turbochargers
TU0010794,Garrett,OE0060863,Garrett,oem,Original equipment reference
TU0010805,Mahle,TU0010679,BorgWarner,oem,Cross-reference for turbochargers
TU0010805,Mahle,OE0060864,Mahle,oem,Original equipment reference
TU0010832,Mahle,TU0010840,BorgWarner,equivalent,Cross-reference for turbochargers
TU0010832,Mahle,OE0060865,Mahle,oem,Original equipment reference
TU0010839,BorgWarner,TU0002171,Mahle,compatible,Cross-reference for turbochargers
TU0010839,BorgWarner,OE0060866,BorgWarner,oem,Original equipment reference
TU0010840,BorgWarner,TU0007662,Mahle,equivalent,Cross-reference for turbochargers
TU0010840,BorgWarner,OE0060867,BorgWarner,oem,Original equipment reference
TU0010840,BorgWarner,TU0010805,Mahle,equivalent,Cross-reference for turbochargers
TU0010840,BorgWarner,OE0060868,BorgWarner,oem,Original equipment reference
TU0010915,Mahle,TU0010875,Garrett,compatible,Cross-reference for turbochargers
TU0010915,Mahle,OE0060869,Mahle,oem,Original equipment reference
TU0010915,Mahle,TU0007418,Garrett,equivalent,Cross-reference for turbochargers
TU0010915,Mahle,OE0060870,Original,oem,Original equipment reference
TU0011162,BorgWarner,TU0002557,Mahle,compatible,Cross-reference for turbochargers
TU0011162,BorgWarner,OE0060871,BorgWarner,oem,Original equipment reference
TU0011162,BorgWarner,TU0003558,Garrett,equivalent,Cross-reference for turbochargers
TU0011162,BorgWarner,OE0060872,Original,oem,Original equipment reference
TU0011259,BorgWarner,TU0010991,Garrett,equivalent,Cross-reference for turbochargers
TU0011259,BorgWarner,OE0060873,BorgWarner,oem,Original equipment reference
TU0011259,BorgWarner,TU0010136,Garrett,oem,Cross-reference for turbochargers
TU0011259,BorgWarner,OE0060874,Original,oem,Original equipment reference
TU0011358,Garrett,TU0008165,BorgWarner,oem,Cross-reference for turbochargers
TU0011358,Garrett,OE0060875,Original,oem,Original equipment reference
BT0001469,Bosch,BT0009963,Varta,equivalent,Cross-reference for batteries
BT0001469,Bosch,OE0060876,Bosch,oem,Original equipment reference
BT0001469,Bosch,BT0005636,Banner,equivalent,Cross-reference for batteries
BT0001469,Bosch,OE0060877,Original,oem,Original equipment reference
BT0001469,Bosch,BT0003740,Exide,compatible,Cross-reference for batteries
BT0001469,Bosch,OE0060878,Bosch,oem,Original equipment reference
BT0001472,Varta,BT0001470,Bosch,compatible,Cross-reference for batteries
BT0001472,Varta,OE0060879,Original,oem,Original equipment reference
BT0001473,Varta,BT0002471,Banner,compatible,Cross-reference for batteries
BT0001473,Varta,OE0060880,Varta,oem,Original equipment reference
BT0001474,Exide,BT0010750,Bosch,compatible,Cross-reference for batteries
BT0001474,Exide,OE0060881,Exide,oem,Original equipment reference
BT0001474,Exide,BT0010178,Banner,equivalent,Cross-reference for batteries
BT0001474,Exide,OE0060882,Exide,oem,Original equipment reference
BT0001476,Exide,BT0010768,Varta,equivalent,Cross-reference for batteries
BT0001476,Exide,OE0060883,Original,oem,Original equipment reference
BT0001476,Exide,BT0004316,Bosch,oem,Cross-reference for batteries
BT0001476,Exide,OE0060884,Original,oem,Original equipment reference
BT0001477,Exide,BT0002299,Banner,replacement,Cross-reference for batteries
BT0001477,Exide,OE0060885,Original,oem,Original equipment reference
BT0001477,Exide,BT0004154,Banner,oem,Cross-reference for batteries
BT0001477,Exide,OE0060886,Original,oem,Original equipment reference
BT0001478,Exide,BT0010792,Banner,oem,Cross-reference for batteries
BT0001478,Exide,OE0060887,Original,oem,Original equipment reference
BT0001478,Exide,BT0002299,Banner,compatible,Cross-reference for batteries
BT0001478,Exide,OE0060888,Exide,oem,Original equipment reference
BT0001478,Exide,BT0006516,Bosch,equivalent,Cross-reference for batteries
BT0001478,Exide,OE0060889,Exide,oem,Original equipment reference
BT0001479,Banner,BT0001470,Bosch,replacement,Cross-reference for batteries
BT0001479,Banner,OE0060890,Original,oem,Original equipment reference
BT0001480,Banner,BT0008745,Exide,equivalent,Cross-reference for batteries
BT0001480,Banner,OE0060891,Original,oem,Original equipment reference
BT0001481,Banner,BT0007292,Exide,equivalent,Cross-reference for batteries
BT0001481,Banner,OE0060892,Banner,oem,Original equipment reference
BT0001857,Bosch,BT0008119,Banner,equivalent,Cross-reference for batteries
BT0001857,Bosch,OE0060893,Original,oem,Original equipment reference
BT0001857,Bosch,BT0005899,Banner,compatible,Cross-reference for batteries
BT0001857,Bosch,OE0060894,Bosch,oem,Original equipment reference
BT0001870,Bosch,BT0003497,Banner,oem,Cross-reference for batteries
BT0001870,Bosch,OE0060895,Original,oem,Original equipment reference
BT0001870,Bosch,BT0006104,Banner,replacement,Cross-reference for batteries
BT0001870,Bosch,OE0060896,Original,oem,Original equipment reference
BT0001950,Banner,BT0001471,Varta,equivalent,Cross-reference for batteries
BT0001950,Banner,OE0060897,Banner,oem,Original equipment reference
BT0001950,Banner,BT0006523,Bosch,replacement,Cross-reference for batteries
BT0001950,Banner,OE0060898,Original,oem,Original equipment reference
BT0001997,Bosch,BT0003831,Varta,compatible,Cross-reference for batteries
BT0001997,Bosch,OE0060899,Bosch,oem,Original equipment reference
BT0002095,Exide,BT0001471,Varta,equivalent,Cross-reference for batteries
BT0002095,Exide,OE0060900,Original,oem,Original equipment reference
BT0002095,Exide,BT0007379,Varta,equivalent,Cross-reference for batteries
BT0002095,Exide,OE0060901,Exide,oem,Original equipment reference
BT0002095,Exide,BT0001926,Varta,equivalent,Cross-reference for batteries
BT0002095,Exide,OE0060902,Original,oem,Original equipment reference
BT0002175,Banner,BT0002544,Bosch,compatible,Cross-reference for batteries
BT0002175,Banner,OE0060903,Original,oem,Original equipment reference
BT0002222,Bosch,BT0003358,Varta,replacement,Cross-reference for batteries
BT0002222,Bosch,OE0060904,Original,oem,Original equipment reference
BT0002235,Exide,BT0004984,Varta,oem,Cross-reference for batteries
BT0002235,Exide,OE0060905,Exide,oem,Original equipment reference
BT0002235,Exide,BT0007114,Bosch,compatible,Cross-reference for batteries
BT0002235,Exide,OE0060906,Exide,oem,Original equipment reference
BT0002284,Bosch,BT0002235,Exide,equivalent,Cross-reference for batteries
BT0002284,Bosch,OE0060907,Bosch,oem,Original equipment reference
BT0002284,Bosch,BT0004984,Varta,compatible,Cross-reference for batteries
BT0002284,Bosch,OE0060908,Original,oem,Original equipment reference
BT0002299,Banner,BT0009266,Bosch,compatible,Cross-reference for batteries
BT0002299,Banner,OE0060909,Banner,oem,Original equipment reference
BT0002299,Banner,BT0002894,Bosch,equivalent,Cross-reference for batteries
BT0002299,Banner,OE0060910,Banner,oem,Original equipment reference
BT0002338,Banner,BT0004487,Varta,equivalent,Cross-reference for batteries
BT0002338,Banner,OE0060911,Original,oem,Original equipment reference
BT0002471,Banner,BT0004543,Bosch,oem,Cross-reference for batteries
BT0002471,Banner,OE0060912,Banner,oem,Original equipment reference
BT0002509,Bosch,BT0010053,Varta,replacement,Cross-reference for batteries
BT0002509,Bosch,OE0060913,Bosch,oem,Original equipment reference
BT0002509,Bosch,BT0001473,Varta,compatible,Cross-reference for batteries
BT0002509,Bosch,OE0060914,Original,oem,Original equipment reference
BT0002544,Bosch,BT0008413,Banner,oem,Cross-reference for batteries
BT0002544,Bosch,OE0060915,Original,oem,Original equipment reference
BT0002544,Bosch,BT0006579,Banner,compatible,Cross-reference for batteries
BT0002544,Bosch,OE0060916,Bosch,oem,Original equipment reference
BT0002544,Bosch,BT0001479,Banner,replacement,Cross-reference for batteries
BT0002544,Bosch,OE0060917,Original,oem,Original equipment reference
BT0002700,Banner,BT0007335,Bosch,oem,Cross-reference for batteries
BT0002700,Banner,OE0060918,Original,oem,Original equipment reference
BT0002775,Bosch,BT0007471,Varta,compatible,Cross-reference for batteries
BT0002775,Bosch,OE0060919,Original,oem,Original equipment reference
BT0002886,Banner,BT0001970,Varta,compatible,Cross-reference for batteries
BT0002886,Banner,OE0060920,Banner,oem,Original equipment reference
BT0002894,Bosch,BT0011132,Banner,replacement,Cross-reference for batteries
BT0002894,Bosch,OE0060921,Original,oem,Original equipment reference
BT0003131,Bosch,BT0005602,Varta,replacement,Cross-reference for batteries
BT0003131,Bosch,OE0060922,Original,oem,Original equipment reference
BT0003131,Bosch,BT0009245,Banner,replacement,Cross-reference for batteries
BT0003131,Bosch,OE0060923,Original,oem,Original equipment reference
BT0003219,Banner,BT0004236,Bosch,compatible,Cross-reference for batteries
BT0003219,Banner,OE0060924,Banner,oem,Original equipment reference
BT0003219,Banner,BT0010395,Bosch,oem,Cross-reference for batteries
BT0003219,Banner,OE0060925,Banner,oem,Original equipment reference
BT0003219,Banner,BT0009183,Bosch,replacement,Cross-reference for batteries
BT0003219,Banner,OE0060926,Original,oem,Original equipment reference
BT0003275,Varta,BT0005636,Banner,replacement,Cross-reference for batteries
BT0003275,Varta,OE0060927,Varta,oem,Original equipment reference
BT0003358,Varta,BT0001477,Exide,oem,Cross-reference for batteries
BT0003358,Varta,OE0060928,Varta,oem,Original equipment reference
BT0003358,Varta,BT0003794,Banner,equivalent,Cross-reference for batteries
BT0003358,Varta,OE0060929,Varta,oem,Original equipment reference
BT0003497,Banner,BT0006340,Varta,oem,Cross-reference for batteries
BT0003497,Banner,OE0060930,Original,oem,Original equipment reference
BT0003598,Varta,BT0007853,Exide,equivalent,Cross-reference for batteries
BT0003598,Varta,OE0060931,Original,oem,Original equipment reference
BT0003611,Bosch,BT0005636,Banner,equivalent,Cross-reference for batteries
BT0003611,Bosch,OE0060932,Bosch,oem,Original equipment reference
BT0003611,Bosch,BT0011132,Banner,equivalent,Cross-reference for batteries
BT0003611,Bosch,OE0060933,Bosch,oem,Original equipment reference
BT0003787,Varta,BT0008031,Bosch,oem,Cross-reference for batteries
BT0003787,Varta,OE0060934,Original,oem,Original equipment reference
BT0003787,Varta,BT0011049,Exide,equivalent,Cross-reference for batteries
BT0003787,Varta,OE0060935,Original,oem,Original equipment reference
BT0003787,Varta,BT0002544,Bosch,replacement,Cross-reference for batteries
BT0003787,Varta,OE0060936,Varta,oem,Original equipment reference
BT0003802,Bosch,BT0006331,Exide,compatible,Cross-reference for batteries
BT0003802,Bosch,OE0060937,Original,oem,Original equipment reference
BT0003826,Exide,BT0009387,Banner,oem,Cross-reference for batteries
BT0003826,Exide,OE0060938,Exide,oem,Original equipment reference
BT0003826,Exide,BT0002222,Bosch,equivalent,Cross-reference for batteries
BT0003826,Exide,OE0060939,Original,oem,Original equipment reference
BT0003826,Exide,BT0003417,Banner,replacement,Cross-reference for batteries
BT0003826,Exide,OE0060940,Exide,oem,Original equipment reference
BT0003950,Bosch,BT0002700,Banner,equivalent,Cross-reference for batteries
BT0003950,Bosch,OE0060941,Original,oem,Original equipment reference
BT0004136,Bosch,BT0004154,Banner,compatible,Cross-reference for batteries
BT0004136,Bosch,OE0060942,Original,oem,Original equipment reference
BT0004136,Bosch,BT0009872,Exide,oem,Cross-reference for batteries
BT0004136,Bosch,OE0060943,Bosch,oem,Original equipment reference
